likesCount,tweetUrl,action,profileUrl,handle,description,name,rtCount
11,https://twitter.com/IsraelHayomEng/status/1246682631208611841,liked,https://www.twitter.com/@LesterMillman,@LesterMillman,,LesterMillman,
11,https://twitter.com/IsraelHayomEng/status/1246682631208611841,liked,https://www.twitter.com/@Joys_Word,@Joys_Word,"Insight on relationships, financial, medical, educational and more that will assist in bringing JOY, peace to you and loving your life!.",Vanessa Smiles,
11,https://twitter.com/IsraelHayomEng/status/1246682631208611841,liked,https://www.twitter.com/@conviteavalsa,@conviteavalsa,Judeu e Ateu e inativo no Cristianismo redivivo e no Cristianismo ecuménico. Calvinista liberal (m Batista particular ou PFT Ministries Fan esp até ao Milénio).,Convite à Valsa,
11,https://twitter.com/IsraelHayomEng/status/1246682631208611841,liked,https://www.twitter.com/@lion4zion,@lion4zion,Pray for the peace of Jerusalem.,Steve Guernsey,
11,https://twitter.com/IsraelHayomEng/status/1246682631208611841,liked,https://www.twitter.com/@WhatsnuGm,@WhatsnuGm,"Israel/WH correspondent. Columnist.Awards for writg&pix. (WH Press Corps 22 yrs)now J'slm, bH' ;-)(was E.Coast&Chgo.)Hameivin yavin! RetweetsXendorsements",Whatsnu,
11,https://twitter.com/IsraelHayomEng/status/1246682631208611841,liked,https://www.twitter.com/@sarahi1956,@sarahi1956,"@sarahiloversix
Trump🇺🇸 y Bolsonaro 🇧🇷 los mejores presidentes del mundo/
Pro guns/
Pro vida/
En contra de la ideología de género/ Ultraderecha/ Mamertos 🤮",Ultraderecha 🇺🇸🇧🇷,
11,https://twitter.com/IsraelHayomEng/status/1246682631208611841,liked,https://www.twitter.com/@Ramr2m2,@Ramr2m2,,Ram Horn,
11,https://twitter.com/IsraelHayomEng/status/1246682631208611841,liked,https://www.twitter.com/@JadejaJaspal,@JadejaJaspal,India,JADEJA JASPALSINH J,
11,https://twitter.com/IsraelHayomEng/status/1246682631208611841,liked,https://www.twitter.com/@ibraheem_souki,@ibraheem_souki,ABO JIHAD ♡🌹,Ibraheem E Al Souki,
,https://twitter.com/IsraelHayomEng/status/1246682631208611841,RT,https://www.twitter.com/@Ostrov_A,@Ostrov_A,"Int'l Human Rights Lawyer & Political Analyst 
➡️ Focus: #MiddleEast, #Israel 🇮🇱, #HumanRights ⚖️, #DigitalDiplomacy 📲, #Innovation 💡, #Food🍴. My O’s, RT≠E",Arsen Ostrovsky,6
,https://twitter.com/IsraelHayomEng/status/1246682631208611841,RT,https://www.twitter.com/@IwuJuha,@IwuJuha,,juha j h lähteenmäki,6
,https://twitter.com/IsraelHayomEng/status/1246682631208611841,RT,https://www.twitter.com/@sarahi1956,@sarahi1956,"@sarahiloversix
Trump🇺🇸 y Bolsonaro 🇧🇷 los mejores presidentes del mundo/
Pro guns/
Pro vida/
En contra de la ideología de género/ Ultraderecha/ Mamertos 🤮",Ultraderecha 🇺🇸🇧🇷,6
3,https://twitter.com/IsraelHayomEng/status/1246680223858470912,liked,https://www.twitter.com/@conviteavalsa,@conviteavalsa,Judeu e Ateu e inativo no Cristianismo redivivo e no Cristianismo ecuménico. Calvinista liberal (m Batista particular ou PFT Ministries Fan esp até ao Milénio).,Convite à Valsa,
3,https://twitter.com/IsraelHayomEng/status/1246680223858470912,liked,https://www.twitter.com/@Ramr2m2,@Ramr2m2,,Ram Horn,
3,https://twitter.com/IsraelHayomEng/status/1246680223858470912,liked,https://www.twitter.com/@ValeryP2019,@ValeryP2019,Election Strategy Advisor. Political Advisor. Foreign Affairs. Energy/Education/Humanitarian Projects,ValeryP,
,https://twitter.com/IsraelHayomEng/status/1246680223858470912,RT,https://www.twitter.com/@IwuJuha,@IwuJuha,,juha j h lähteenmäki,2
4,https://twitter.com/IsraelHayomEng/status/1246665454938136576,liked,https://www.twitter.com/@ma_khodabandeh,@ma_khodabandeh,The Director of Middle East Strategy Consultants is Massoud Khodabandeh,Massoud khodabandeh,
4,https://twitter.com/IsraelHayomEng/status/1246665454938136576,liked,https://www.twitter.com/@gerlee0824,@gerlee0824,,Gerlee,
