likesCount,tweetUrl,action,rtCount,profileUrl,handle,description,name,,,,
38,https://twitter.com/startupestonia/status/1278296920348393473,liked,,https://www.twitter.com/@heiniryssy,@heiniryssy,"Working, studying, living and breathing #environment & #sustainability. Finding the ways to save the #nature and #future.",Heini Ryssy,,,,
38,https://twitter.com/startupestonia/status/1278296920348393473,liked,,https://www.twitter.com/@metinaydar,@metinaydar,,Metin Aydar,,,,
38,https://twitter.com/startupestonia/status/1278296920348393473,liked,,https://www.twitter.com/@AnnMariiii,@AnnMariiii,,Ann-Marii Reiväli,,,,
38,https://twitter.com/startupestonia/status/1278296920348393473,liked,,https://www.twitter.com/@KreeteMiaMi,@KreeteMiaMi,I may be an adult but I'm really more of an adult cat. Someone probably should take care of me but I can sorta make it on my own.,Kreete Mi∆Mi,,,,
38,https://twitter.com/startupestonia/status/1278296920348393473,liked,,https://www.twitter.com/@Lelievre_Adrien,@Lelievre_Adrien,"Journaliste @LesEchos || Spécialiste de la mobilité (🚶🛴🚲🛵🚘) || Passionné d'urbanisme, d'histoire et de rock indé || alelievre@lesechos.fr",Adrien Lelièvre,,,,
38,https://twitter.com/startupestonia/status/1278296920348393473,liked,,https://www.twitter.com/@WellmanAlex,@WellmanAlex,"Yooper / Tallinn, Estonia 🇪🇪 / Head of Marketing @e_residents #eResidency. Opinions are my own.",Alex Wellman 🚡,,,,
38,https://twitter.com/startupestonia/status/1278296920348393473,liked,,https://www.twitter.com/@ccharmoille,@ccharmoille,Chief Digital Officer @LFPfr @ligue1Conforama @DominosLigue2 // x-@NeoMediaWorld & @ESV_Digital_FR // #Digital #Social #Data #CRM #Innovation ⚽️👊🚲,Christophe Charmoille,,,,
38,https://twitter.com/startupestonia/status/1278296920348393473,liked,,https://www.twitter.com/@StinneLoo,@StinneLoo,Team MEP @Ansip_EU,Stinne Loo,,,,
38,https://twitter.com/startupestonia/status/1278296920348393473,liked,,https://www.twitter.com/@DomMoxonTritsch,@DomMoxonTritsch,"Regulation & Public Policy @boltapp Transport policy, #cycling, employment law, #micromobility, #MaaS 📱🛴🚲🚕🇪🇺🇮🇪🇬🇧",Dominick Moxon-Tritsch 🚡,,,,
38,https://twitter.com/startupestonia/status/1278296920348393473,liked,,https://www.twitter.com/@MiluKIPIMO,@MiluKIPIMO,Business Operations | StartUps | Strategist | Tech | Business Development Expert | Sales Consultant.,Milu KIPIMO,,,,
38,https://twitter.com/startupestonia/status/1278296920348393473,liked,,https://www.twitter.com/@ivarliiv,@ivarliiv,,Ivar Liiv,,,,
38,https://twitter.com/startupestonia/status/1278296920348393473,liked,,https://www.twitter.com/@olympegaston,@olympegaston,"De droite, pro européenne, libérale et pro vélo à Paris et partout en France",Olympe,,,,
38,https://twitter.com/startupestonia/status/1278296920348393473,liked,,https://www.twitter.com/@mobilutopia,@mobilutopia,"journaliste, mobilité, immobilité, transport autonome",✪ Grégoire Hamon ✪,,,,
38,https://twitter.com/startupestonia/status/1278296920348393473,liked,,https://www.twitter.com/@vnrmrg,@vnrmrg,,vnr,,,,
38,https://twitter.com/startupestonia/status/1278296920348393473,liked,,https://www.twitter.com/@SKolodziejczyk,@SKolodziejczyk,"Head Of Operations at @blinkeecity
(former @NextbikePolska and https://t.co/bDGVlzOGj2), #sharedmobility, #MaaS, @themarsvolta fan",Seb Ko🛴odziejczyk,,,,
38,https://twitter.com/startupestonia/status/1278296920348393473,liked,,https://www.twitter.com/@iyanugabe,@iyanugabe,"Doing something exciting at @Boltapp (former Taxify)

kọ ẹkọ nigbagbogbo. Always learning. #DoHardThings. Development. Operations. Growth. Expansion.",ìyànúgabriel,,,,
38,https://twitter.com/startupestonia/status/1278296920348393473,liked,,https://www.twitter.com/@HeikkiKonttinen,@HeikkiKonttinen,"Minä en valita, valistan ja vaikutan. Historian ja turhan yleistiedon mestari.
#insta@esek_o #rakentajaalwaysforever
18v🚶18v♿
Tieto on voimavara.",Heikki Konttinen,,,,
38,https://twitter.com/startupestonia/status/1278296920348393473,liked,,https://www.twitter.com/@aklesgame,@aklesgame,,Aklesgame,,,,
38,https://twitter.com/startupestonia/status/1278296920348393473,liked,,https://www.twitter.com/@leitner_stephan,@leitner_stephan,,Stephan Leitner,,,,
38,https://twitter.com/startupestonia/status/1278296920348393473,liked,,https://www.twitter.com/@SandraS2rav,@SandraS2rav,Head of Sustainability 💚@BoltApp / Lecturer of EU law & legal tech @TallinnTech 🇪🇪. An @e_estonia-n in perpetuum. I tweet what I like,Sandra Särav,,,,
38,https://twitter.com/startupestonia/status/1278296920348393473,liked,,https://www.twitter.com/@AntoineClairet,@AntoineClairet,Life long learner. Data driven and new tech advocate. Global Sales at @Gryticsforwork 🚀 Analytics for @workplacefromFB @Yammer and @MicrosoftTeams,Antoine Clairet,,,,
38,https://twitter.com/startupestonia/status/1278296920348393473,liked,,https://www.twitter.com/@ajaotimi,@ajaotimi,|Media and Communications| |Full time Digital Marketer| LinkedIn: https://t.co/0AoSw39BYg,Gbenga Ajao,,,,
38,https://twitter.com/startupestonia/status/1278296920348393473,liked,,https://www.twitter.com/@andreea_hd,@andreea_hd,"🌎Tech Recruitment Consultant @HumanDirectEU
Contact me if you need a partner in recruiting IT staff in #Europe /#Remote
We can help you expand/create your team",🚀Andreea Măjeri-helping companies to create teams,,,,
38,https://twitter.com/startupestonia/status/1278296920348393473,liked,,https://www.twitter.com/@dorfman_baruch,@dorfman_baruch,"I develop AviAl e-Bikes which built like an Aeroplane 🛩. #Follow me who is interesting of #eBikes innovations, #bicycles news and #design of #electric #bikes.",🚴 Baruch Dorfman,,,,
38,https://twitter.com/startupestonia/status/1278296920348393473,liked,,https://www.twitter.com/@Bobby28696448,@Bobby28696448,,Bobby,,,,
38,https://twitter.com/startupestonia/status/1278296920348393473,liked,,https://www.twitter.com/@ViljarLubi,@ViljarLubi,Making Estonia a prosperous innovative country. Business Development Secretary. Ministry of Economy,Viljar Lubi,,,,
38,https://twitter.com/boltapp/status/1278227578923487232,liked,,https://www.twitter.com/@tekkie,@tekkie,CTO at @Savings_Utd. Applying DevOps to solve human problems by code. Contributor & maintainer of various Free and Open Source Software projects.,Ain Tohvri,,,,
38,https://twitter.com/boltapp/status/1278227578923487232,liked,,https://www.twitter.com/@pvesterbacka,@pvesterbacka,"Creating gravity. Enabling future growth. Building the Tunnel. 
Former Mighty Eagle at Angry Birds, founder of Slush and MobileMonday, the one with the balls;-)",Peter Vesterbacka,,,,
38,https://twitter.com/boltapp/status/1278227578923487232,liked,,https://www.twitter.com/@erikhhhh,@erikhhhh,Lead Data Analyst at @boltapp 🚕🛵🛴🍕🦡,Erik Heintare,,,,
38,https://twitter.com/boltapp/status/1278227578923487232,liked,,https://www.twitter.com/@arnocast,@arnocast,🇨🇵🇪🇪 Comms & Policy @skel_tech | Innovation | Technology | International & French politics | Ex - @e_residents @elysee | #theglobalhack,Arnaud Castaignet,,,,
38,https://twitter.com/boltapp/status/1278227578923487232,liked,,https://www.twitter.com/@Ca5ually_Allure,@Ca5ually_Allure,💖 is the 🌊,Sheshe,,,,
38,https://twitter.com/boltapp/status/1278227578923487232,liked,,https://www.twitter.com/@MrGdval,@MrGdval,Normand délocalisé à Paris pour les affaires 💼 et qui aime les nouvelles technologies 👨🏼‍💻 le vélo 🚲 et l’art 🖼,Monsieur G,,,,
38,https://twitter.com/boltapp/status/1278227578923487232,liked,,https://www.twitter.com/@alexg3191,@alexg3191,,Alex,,,,
38,https://twitter.com/boltapp/status/1278227578923487232,liked,,https://www.twitter.com/@marekrannala,@marekrannala,#mobility #mobiledata #mobilepositioning @positium,Marek Rannala,,,,
38,https://twitter.com/boltapp/status/1278227578923487232,liked,,https://www.twitter.com/@msilventola,@msilventola,"Early stage investor in 50+ companies, based in Singapore @Frontier / First Investor and proud backer @Boltapp @hugoapp_ @cafexapp @eAgronom_com @PayMongo",Mikko Silventola,,,,
38,https://twitter.com/boltapp/status/1278227578923487232,liked,,https://www.twitter.com/@EnergySada,@EnergySada,"New mobility, EVs, cities, climate, AQ, SDGs, tech. Prev @IEA @NREL @ITS_UCDavis @ucdavisenergy @UNLEASHlab @mediaLab 🇮🇳🇫🇷🇺🇸. covid19🔜CLIMATE🙏🏾",Sada 薩達 🛺,,,,
38,https://twitter.com/boltapp/status/1278227578923487232,liked,,https://www.twitter.com/@heiniryssy,@heiniryssy,"Working, studying, living and breathing #environment & #sustainability. Finding the ways to save the #nature and #future.",Heini Ryssy,,,,
38,https://twitter.com/boltapp/status/1278227578923487232,liked,,https://www.twitter.com/@metinaydar,@metinaydar,,Metin Aydar,,,,
38,https://twitter.com/boltapp/status/1278227578923487232,liked,,https://www.twitter.com/@AnnMariiii,@AnnMariiii,,Ann-Marii Reiväli,,,,
38,https://twitter.com/boltapp/status/1278227578923487232,liked,,https://www.twitter.com/@KreeteMiaMi,@KreeteMiaMi,I may be an adult but I'm really more of an adult cat. Someone probably should take care of me but I can sorta make it on my own.,Kreete Mi∆Mi,,,,
38,https://twitter.com/boltapp/status/1278227578923487232,liked,,https://www.twitter.com/@Lelievre_Adrien,@Lelievre_Adrien,"Journaliste @LesEchos || Spécialiste de la mobilité (🚶🛴🚲🛵🚘) || Passionné d'urbanisme, d'histoire et de rock indé || alelievre@lesechos.fr",Adrien Lelièvre,,,,
38,https://twitter.com/boltapp/status/1278227578923487232,liked,,https://www.twitter.com/@WellmanAlex,@WellmanAlex,"Yooper / Tallinn, Estonia 🇪🇪 / Head of Marketing @e_residents #eResidency. Opinions are my own.",Alex Wellman 🚡,,,,
38,https://twitter.com/boltapp/status/1278227578923487232,liked,,https://www.twitter.com/@ccharmoille,@ccharmoille,Chief Digital Officer @LFPfr @ligue1Conforama @DominosLigue2 // x-@NeoMediaWorld & @ESV_Digital_FR // #Digital #Social #Data #CRM #Innovation ⚽️👊🚲,Christophe Charmoille,,,,
38,https://twitter.com/boltapp/status/1278227578923487232,liked,,https://www.twitter.com/@StinneLoo,@StinneLoo,Team MEP @Ansip_EU,Stinne Loo,,,,
38,https://twitter.com/boltapp/status/1278227578923487232,liked,,https://www.twitter.com/@DomMoxonTritsch,@DomMoxonTritsch,"Regulation & Public Policy @boltapp Transport policy, #cycling, employment law, #micromobility, #MaaS 📱🛴🚲🚕🇪🇺🇮🇪🇬🇧",Dominick Moxon-Tritsch 🚡,,,,
38,https://twitter.com/boltapp/status/1278227578923487232,liked,,https://www.twitter.com/@MiluKIPIMO,@MiluKIPIMO,Business Operations | StartUps | Strategist | Tech | Business Development Expert | Sales Consultant.,Milu KIPIMO,,,,
38,https://twitter.com/boltapp/status/1278227578923487232,liked,,https://www.twitter.com/@ivarliiv,@ivarliiv,,Ivar Liiv,,,,
38,https://twitter.com/boltapp/status/1278227578923487232,liked,,https://www.twitter.com/@olympegaston,@olympegaston,"De droite, pro européenne, libérale et pro vélo à Paris et partout en France",Olympe,,,,
38,https://twitter.com/boltapp/status/1278227578923487232,liked,,https://www.twitter.com/@mobilutopia,@mobilutopia,"journaliste, mobilité, immobilité, transport autonome",✪ Grégoire Hamon ✪,,,,
38,https://twitter.com/boltapp/status/1278227578923487232,liked,,https://www.twitter.com/@vnrmrg,@vnrmrg,,vnr,,,,
38,https://twitter.com/boltapp/status/1278227578923487232,liked,,https://www.twitter.com/@SKolodziejczyk,@SKolodziejczyk,"Head Of Operations at @blinkeecity
(former @NextbikePolska and https://t.co/bDGVlzOGj2), #sharedmobility, #MaaS, @themarsvolta fan",Seb Ko🛴odziejczyk,,,,
38,https://twitter.com/boltapp/status/1278227578923487232,liked,,https://www.twitter.com/@iyanugabe,@iyanugabe,"Doing something exciting at @Boltapp (former Taxify)

kọ ẹkọ nigbagbogbo. Always learning. #DoHardThings. Development. Operations. Growth. Expansion.",ìyànúgabriel,,,,
38,https://twitter.com/boltapp/status/1278227578923487232,liked,,https://www.twitter.com/@HeikkiKonttinen,@HeikkiKonttinen,"Minä en valita, valistan ja vaikutan. Historian ja turhan yleistiedon mestari.
#insta@esek_o #rakentajaalwaysforever
18v🚶18v♿
Tieto on voimavara.",Heikki Konttinen,,,,
38,https://twitter.com/boltapp/status/1278227578923487232,liked,,https://www.twitter.com/@aklesgame,@aklesgame,,Aklesgame,,,,
38,https://twitter.com/boltapp/status/1278227578923487232,liked,,https://www.twitter.com/@leitner_stephan,@leitner_stephan,,Stephan Leitner,,,,
38,https://twitter.com/boltapp/status/1278227578923487232,liked,,https://www.twitter.com/@SandraS2rav,@SandraS2rav,Head of Sustainability 💚@BoltApp / Lecturer of EU law & legal tech @TallinnTech 🇪🇪. An @e_estonia-n in perpetuum. I tweet what I like,Sandra Särav,,,,
38,https://twitter.com/boltapp/status/1278227578923487232,liked,,https://www.twitter.com/@AntoineClairet,@AntoineClairet,Life long learner. Data driven and new tech advocate. Global Sales at @Gryticsforwork 🚀 Analytics for @workplacefromFB @Yammer and @MicrosoftTeams,Antoine Clairet,,,,
38,https://twitter.com/boltapp/status/1278227578923487232,liked,,https://www.twitter.com/@ajaotimi,@ajaotimi,|Media and Communications| |Full time Digital Marketer| LinkedIn: https://t.co/0AoSw39BYg,Gbenga Ajao,,,,
38,https://twitter.com/boltapp/status/1278227578923487232,liked,,https://www.twitter.com/@andreea_hd,@andreea_hd,"🌎Tech Recruitment Consultant @HumanDirectEU
Contact me if you need a partner in recruiting IT staff in #Europe /#Remote
We can help you expand/create your team",🚀Andreea Măjeri-helping companies to create teams,,,,
38,https://twitter.com/boltapp/status/1278227578923487232,liked,,https://www.twitter.com/@dorfman_baruch,@dorfman_baruch,"I develop AviAl e-Bikes which built like an Aeroplane 🛩. #Follow me who is interesting of #eBikes innovations, #bicycles news and #design of #electric #bikes.",🚴 Baruch Dorfman,,,,
38,https://twitter.com/boltapp/status/1278227578923487232,liked,,https://www.twitter.com/@Bobby28696448,@Bobby28696448,,Bobby,,,,
38,https://twitter.com/boltapp/status/1278227578923487232,liked,,https://www.twitter.com/@ViljarLubi,@ViljarLubi,Making Estonia a prosperous innovative country. Business Development Secretary. Ministry of Economy,Viljar Lubi,,,,
,https://twitter.com/boltapp/status/1278227578923487232,RT,0,https://www.twitter.com/@pvesterbacka,@pvesterbacka,"Creating gravity. Enabling future growth. Building the Tunnel. 
Former Mighty Eagle at Angry Birds, founder of Slush and MobileMonday, the one with the balls;-)",Peter Vesterbacka,,,,
,https://twitter.com/boltapp/status/1278227578923487232,RT,0,https://www.twitter.com/@heiniryssy,@heiniryssy,"Working, studying, living and breathing #environment & #sustainability. Finding the ways to save the #nature and #future.",Heini Ryssy,,,,
,https://twitter.com/boltapp/status/1278227578923487232,RT,0,https://www.twitter.com/@VictoriosV,@VictoriosV,"...Born free to reign.
#My survival is not determined by market forces. I tap into God's ever stable, all sufficient, never ending resources...Amen. #GraceLife!",Victorious Vic,,,,
,https://twitter.com/boltapp/status/1278227578923487232,RT,0,https://www.twitter.com/@startupestonia,@startupestonia,Everything about the startup scene and starting up in Estonia. Supercharging the Estonian startup ecosystem for global success. #startupestonia,Startup Estonia,,,,
,https://twitter.com/boltapp/status/1278227578923487232,RT,0,https://www.twitter.com/@DomMoxonTritsch,@DomMoxonTritsch,"Regulation & Public Policy @boltapp Transport policy, #cycling, employment law, #micromobility, #MaaS 📱🛴🚲🚕🇪🇺🇮🇪🇬🇧",Dominick Moxon-Tritsch 🚡,,,,
,https://twitter.com/boltapp/status/1278227578923487232,RT,0,https://www.twitter.com/@prepaid_economy,@prepaid_economy,"Design Planning for the Informal Economy (inc. IoT for prepaid mobile) 

Hand curated by Niti Bhan. 

PhD candidate @AaltoDF Finland.",The Prepaid Economy,,,,
,https://twitter.com/boltapp/status/1278227578923487232,RT,0,https://www.twitter.com/@MiluKIPIMO,@MiluKIPIMO,Business Operations | StartUps | Strategist | Tech | Business Development Expert | Sales Consultant.,Milu KIPIMO,,,,
,https://twitter.com/boltapp/status/1278227578923487232,RT,0,https://www.twitter.com/@diego_lecasble,@diego_lecasble,"Micro Mobility entrepreneur / Design & innovation student @webschoolfactory 
100% human (for now) 
UI / UX",Diego Lecasble,,,,
,https://twitter.com/boltapp/status/1278227578923487232,RT,0,https://www.twitter.com/@vnrmrg,@vnrmrg,,vnr,,,,
,https://twitter.com/boltapp/status/1278227578923487232,RT,0,https://www.twitter.com/@SandraS2rav,@SandraS2rav,Head of Sustainability 💚@BoltApp / Lecturer of EU law & legal tech @TallinnTech 🇪🇪. An @e_estonia-n in perpetuum. I tweet what I like,Sandra Särav,,,,
,https://twitter.com/boltapp/status/1278227578923487232,RT,0,https://www.twitter.com/@ClaireKraatz,@ClaireKraatz,"Alberta girl and CEO of the Kraatz Family Enterprise. Mom, wife, educator. Passionate about people and our beautiful planet. 🌎",Claire Kraatz,,,,
1,https://twitter.com/startupestonia/status/1277950734630338562,liked,,https://www.twitter.com/@TheEuropas,@TheEuropas,Europe's Hottest Tech Startup Awards since 2009 founded by @MikeButcher + @ThePathfounder. Join us on 25 June 2020! Apply today: https://t.co/msBG0lRVnR,TheEuropas,,,,
8,https://twitter.com/startupestonia/status/1277950198057230345,liked,,https://www.twitter.com/@krsj_official,@krsj_official,,Kristers Jurševskis,,,,
8,https://twitter.com/startupestonia/status/1277950198057230345,liked,,https://www.twitter.com/@vassartonis,@vassartonis,"CPO, Co-Founder @VotemoApp /Prev. Creative at Age McCann /Havas /Division /My❤︎Topics #Creativity #MediaInnovation #DigitalSociety #Politics #Startups 🚀👨🏼‍🚀",Tõnis Vassar,,,,
8,https://twitter.com/startupestonia/status/1277950198057230345,liked,,https://www.twitter.com/@StinneLoo,@StinneLoo,Team MEP @Ansip_EU,Stinne Loo,,,,
8,https://twitter.com/startupestonia/status/1277950198057230345,liked,,https://www.twitter.com/@liisijar,@liisijar,Head of Ed Tech Centre @TallinnTech | Moodle enthusiast | Interested in #highered #edtech #elearning #innovation #ITsystems,Liisi Järve,,,,
8,https://twitter.com/startupestonia/status/1277950198057230345,liked,,https://www.twitter.com/@TheEuropas,@TheEuropas,Europe's Hottest Tech Startup Awards since 2009 founded by @MikeButcher + @ThePathfounder. Join us on 25 June 2020! Apply today: https://t.co/msBG0lRVnR,TheEuropas,,,,
8,https://twitter.com/startupestonia/status/1277950198057230345,liked,,https://www.twitter.com/@VincentJolyFi,@VincentJolyFi,"Senior Trade Advisor #Finland #Estonia, Coordinator for the #Nordic Countries, #Industry #greentech #SmartMobility #techforgood #circulareconomy @BusinessFrance",Vincent Joly,,,,
8,https://twitter.com/startupestonia/status/1277950198057230345,liked,,https://www.twitter.com/@VsCba,@VsCba,https://t.co/VDCHungubm | @1984Vivika | https://t.co/yQ2QcbFM0g,🏎🚒🚨☎️⚖️☎️📩📥📧,,,,
8,https://twitter.com/startupestonia/status/1277950198057230345,liked,,https://www.twitter.com/@thedashbird,@thedashbird,"Monitoring and failure detection for your modern #serverless infrastructure components, all in one place.",Dashbird.io,,,,
67,https://twitter.com/taavet/status/1277589343448809474,liked,,https://www.twitter.com/@slevene,@slevene,"VC @mosaic_vc. Investor: etsy, squarespace, convoy, fotolia, blockstream, nexar, auterion, veriff, shapeways, researchgate, myheritage. Lover of green tea.",Simon Levene,,,,
67,https://twitter.com/taavet/status/1277589343448809474,liked,,https://www.twitter.com/@garyturner,@garyturner,"Co-founder, troublemaker, managing director at @Xero.",Gary Turner,,,,
67,https://twitter.com/taavet/status/1277589343448809474,liked,,https://www.twitter.com/@rsohoni,@rsohoni,"Seed investor in pan-European startups. O/w spending time w/friends, playing, and in general making others and myself laugh",Reshma Sohoni,,,,
67,https://twitter.com/taavet/status/1277589343448809474,liked,,https://www.twitter.com/@tcoppel,@tcoppel,"Co-Founder & Partner @Mosaic_VC | Investor: @Alibaba, @auterion, @Blockchain, @habito, @Pinterest, @Transferwise, @tray",Toby Coppel,,,,
67,https://twitter.com/taavet/status/1277589343448809474,liked,,https://www.twitter.com/@seikatsu,@seikatsu,"I help free people move and make governments compete for every citizen.
CPO @Topia_Official. Founded @TeleportInc.
#EstonianMafia #SkypeMafia EIR @a16z",Sten Tamkivi,,,,
67,https://twitter.com/taavet/status/1277589343448809474,liked,,https://www.twitter.com/@veljo,@veljo,"Managing Partner at @Superangel10x; 
Co-founder of @Fortumo, Mobi; 
Investor at @Boltapp, @Veriff, @Monese etc.
Helping startups via https://t.co/aiKn53ivm0 program.",Veljo Otsason,,,,
67,https://twitter.com/taavet/status/1277589343448809474,liked,,https://www.twitter.com/@overdrev,@overdrev,I’m on the board. I’m here to help. https://t.co/Vorj6rB6oV,Michael Jackson,,,,
67,https://twitter.com/taavet/status/1277589343448809474,liked,,https://www.twitter.com/@parasiil,@parasiil,"Tiit Paananen, entrepreneur, investor, pilot, skydiver, brewer",Tiit Paananen,,,,
67,https://twitter.com/taavet/status/1277589343448809474,liked,,https://www.twitter.com/@floetry,@floetry,Née Flora-from-the-Lords•Out of the bubble & making finance fairer•#fintech•#feminist•Mainly @TransferWise @toryreformgroup + cat tweets•Ms/she/her/they,Flora Coleman,,,,
67,https://twitter.com/taavet/status/1277589343448809474,liked,,https://www.twitter.com/@Kasemets,@Kasemets,Berliner at http://t.co/4dHDPjZYL5,Jens Kasemets,,,,
67,https://twitter.com/taavet/status/1277589343448809474,liked,,https://www.twitter.com/@andruspurde,@andruspurde,#startups #marketing #comedy. Uniting sales & marketing @outfunnel. On my spare time I run Estonia’s most laughable club @komeediklubi.,andruspurde,,,,
67,https://twitter.com/taavet/status/1277589343448809474,liked,,https://www.twitter.com/@michaelhornsey,@michaelhornsey,Startups and Social Enterprise lawyer. Let's connect!,Michael Hornsey,,,,
67,https://twitter.com/taavet/status/1277589343448809474,liked,,https://www.twitter.com/@brenthoberman,@brenthoberman,Co-Founder @foundersfactory @Founders_Forum @lastminute_com @firstminutecap @madedotcom @FoundersIntel @Karakuri_tech @founders_acad @accelerateHER https://t.co/89ChzancgL,Brent Hoberman,,,,
67,https://twitter.com/taavet/status/1277589343448809474,liked,,https://www.twitter.com/@liisum,@liisum,,Mari-Liis Kitter,,,,
67,https://twitter.com/taavet/status/1277589343448809474,liked,,https://www.twitter.com/@Kunnapas,@Kunnapas,Working towards a carbon-neutral future at @summitcleantech and @ourCTNews 🌏 COO & Co-Founder 🌏 #cleantech #carbonneutral #startups,Karin Künnapas,,,,
67,https://twitter.com/taavet/status/1277589343448809474,liked,,https://www.twitter.com/@dseemo,@dseemo,"Ed @ThePathfounder (launch Q3 '20). Runs @Theeuropas. Formerly Industry Standard, Red Herring, PaidContent. Freelance in Guardian, Telegraph, Wired, Independent",Dianne See Morrison,,,,
67,https://twitter.com/taavet/status/1277589343448809474,liked,,https://www.twitter.com/@colbybrin,@colbybrin,Mind vivisections.,Colby,,,,
67,https://twitter.com/taavet/status/1277589343448809474,liked,,https://www.twitter.com/@martparve,@martparve,,Mart Parve,,,,
