likesCount,tweetUrl,action,profileUrl,handle,description,name,rtCount,,,,,,,
15,https://twitter.com/TelAvivUni/status/1239567395670372352,liked,https://www.twitter.com/@CofferResearch,@CofferResearch,Interdisciplinary research team investigating nanostructures relevant to health and energy - headed by Prof. Jeff Coffer at TCU,Coffer Lab,,,,,,,,
,https://twitter.com/TelAvivUni/status/1239567395670372352,RT,https://www.twitter.com/@LaurenMLandau,@LaurenMLandau,"@NPR producer & fundraising nerd. @StoryDistrict Board Member. Journo ✍🏼, arts lover 🎭, & unapologetic kvetcher. 💗💜💙 she/her",(((Lauren Landau))),8,,,,,,,
,https://twitter.com/TelAvivUni/status/1239567395670372352,RT,https://www.twitter.com/@emanuellguimel,@emanuellguimel,"Se o melhor da viagem é a paisagem, melhor ficar na janela",Emanuel Guímel,8,,,,,,,
,https://twitter.com/TelAvivUni/status/1239567395670372352,RT,https://www.twitter.com/@redball2,@redball2,"If the wind doesn’t serve, take to the oars",redball,8,,,,,,,
,https://twitter.com/TelAvivUni/status/1239567395670372352,RT,https://www.twitter.com/@sharonjfraenk,@sharonjfraenk,"Executive Director, Canadian Friends of Tel Aviv University - Proud father/stepfather to five, husband to the best wife, avid soccer fan.",Sharon J. Fraenkel,8,,,,,,,
,https://twitter.com/TelAvivUni/status/1239567395670372352,RT,https://www.twitter.com/@CJPIsrael,@CJPIsrael,Combined Jewish Philanthropies of Greater Boston's Israel Account,CJP Israel 🇮🇱,8,,,,,,,
,https://twitter.com/TelAvivUni/status/1239567395670372352,RT,https://www.twitter.com/@RBatDavid,@RBatDavid,My Heart is in Israel,R BatDavid,8,,,,,,,
,https://twitter.com/TelAvivUni/status/1239567395670372352,RT,https://www.twitter.com/@StarColombo,@StarColombo,#FreeAveraMengistu #PastorCao,Colombo Morning Star,8,,,,,,,
,https://twitter.com/TelAvivUni/status/1239567395670372352,RT,https://www.twitter.com/@jakinmai,@jakinmai,MPH and Diplomat# Cadet @IsraelMFA. Passionate about @Israel and how we became the #StartUpNation,Jakin Mandelblum,8,,,,,,,
12,https://twitter.com/TelAvivUni/status/1239545402405330947,liked,https://www.twitter.com/@ClaraShik,@ClaraShik,"Math, crypto, literature and other joys.",ClaraS,,,,,,,,
12,https://twitter.com/TelAvivUni/status/1239545402405330947,liked,https://www.twitter.com/@littmath,@littmath,"Assistant Professor of mathematics at UGA. Algebraic geometry, number theory, etc. He/him.",Daniel Litt,,,,,,,,
12,https://twitter.com/TelAvivUni/status/1239545402405330947,liked,https://www.twitter.com/@Birnhack,@Birnhack,"Information, #Privacy, Free Speech, #Copyright Law; Associate Dean for Research @TAU_Law Director of @TAU_LLM; Tweets reflect my views only etc",Michael Birnhack,,,,,,,,
12,https://twitter.com/TelAvivUni/status/1239545402405330947,liked,https://www.twitter.com/@Dmwaps,@Dmwaps,Keen following geopolitics and its discontents in a wide perspective.,Deo,,,,,,,,
12,https://twitter.com/TelAvivUni/status/1239545402405330947,liked,https://www.twitter.com/@BlueStarIndexes,@BlueStarIndexes,"BlueStar Indexes® develops benchmarks for Israeli equities trading worldwide, and a wide range of Thematic Indexes, which are tracked by ETFs & index funds.",BlueStar Indexes®,,,,,,,,
12,https://twitter.com/TelAvivUni/status/1239545402405330947,liked,https://www.twitter.com/@ShuliGilutz,@ShuliGilutz,UX research | Children's Technology. Lecturer at @telavivuni1 & @Shenkar_College. UX Expert at @GoogleLaunchpad. @D4C_Guide board member.,"Shuli Gilutz, Ph.D.",,,,,,,,
12,https://twitter.com/TelAvivUni/status/1239545402405330947,liked,https://www.twitter.com/@andrey55s,@andrey55s,,Andrey,,,,,,,,
12,https://twitter.com/TelAvivUni/status/1239545402405330947,liked,https://www.twitter.com/@TelAvivUni,@TelAvivUni,"Leading research university in #Israel and the world. World's 8ᵗʰ in graduate #Startups, top 100 #Innovation. Be Part of the Next Big Idea.",Tel Aviv University,,,,,,,,
12,https://twitter.com/TelAvivUni/status/1239545402405330947,liked,https://www.twitter.com/@ToricBlueOwl,@ToricBlueOwl,"PhD Student @ManUniMaths interested in Algebraic Geometry, toric and spherical varieties, GIT. I love reading SF& Fantasy and Worldbuilding ~ 🇷🇴 🇬🇧🇪🇺",valentine in quarantine,,,,,,,,
12,https://twitter.com/TelAvivUni/status/1239545402405330947,liked,https://www.twitter.com/@Jelllybeans1,@Jelllybeans1,"‏מתמטיקה זה כמו חומוס, עושים באהבה או שלא עושים בכלל",jellybeans,,,,,,,,
12,https://twitter.com/TelAvivUni/status/1239545402405330947,liked,https://www.twitter.com/@advamond,@advamond,,adva,,,,,,,,
12,https://twitter.com/TelAvivUni/status/1239545402405330947,liked,https://www.twitter.com/@shotamath,@shotamath,"aspiring mathematician (arithmetic geometry), sophomore student in Tokyo University of Science. Palestine supporter, he/him.",Shota Inoue @理科大数学科,,,,,,,,
,https://twitter.com/TelAvivUni/status/1239545402405330947,RT,https://www.twitter.com/@jakinmai,@jakinmai,MPH and Diplomat# Cadet @IsraelMFA. Passionate about @Israel and how we became the #StartUpNation,Jakin Mandelblum,2,,,,,,,
,https://twitter.com/TelAvivUni/status/1239545402405330947,RT,https://www.twitter.com/@TelAvivUni,@TelAvivUni,"Leading research university in #Israel and the world. World's 8ᵗʰ in graduate #Startups, top 100 #Innovation. Be Part of the Next Big Idea.",Tel Aviv University,2,,,,,,,
12,https://twitter.com/barylior/status/1239545013316595713,liked,https://www.twitter.com/@ClaraShik,@ClaraShik,"Math, crypto, literature and other joys.",ClaraS,,,,,,,,
12,https://twitter.com/barylior/status/1239545013316595713,liked,https://www.twitter.com/@littmath,@littmath,"Assistant Professor of mathematics at UGA. Algebraic geometry, number theory, etc. He/him.",Daniel Litt,,,,,,,,
12,https://twitter.com/barylior/status/1239545013316595713,liked,https://www.twitter.com/@Birnhack,@Birnhack,"Information, #Privacy, Free Speech, #Copyright Law; Associate Dean for Research @TAU_Law Director of @TAU_LLM; Tweets reflect my views only etc",Michael Birnhack,,,,,,,,
12,https://twitter.com/barylior/status/1239545013316595713,liked,https://www.twitter.com/@Dmwaps,@Dmwaps,Keen following geopolitics and its discontents in a wide perspective.,Deo,,,,,,,,
12,https://twitter.com/barylior/status/1239545013316595713,liked,https://www.twitter.com/@BlueStarIndexes,@BlueStarIndexes,"BlueStar Indexes® develops benchmarks for Israeli equities trading worldwide, and a wide range of Thematic Indexes, which are tracked by ETFs & index funds.",BlueStar Indexes®,,,,,,,,
12,https://twitter.com/barylior/status/1239545013316595713,liked,https://www.twitter.com/@ShuliGilutz,@ShuliGilutz,UX research | Children's Technology. Lecturer at @telavivuni1 & @Shenkar_College. UX Expert at @GoogleLaunchpad. @D4C_Guide board member.,"Shuli Gilutz, Ph.D.",,,,,,,,
12,https://twitter.com/barylior/status/1239545013316595713,liked,https://www.twitter.com/@andrey55s,@andrey55s,,Andrey,,,,,,,,
12,https://twitter.com/barylior/status/1239545013316595713,liked,https://www.twitter.com/@TelAvivUni,@TelAvivUni,"Leading research university in #Israel and the world. World's 8ᵗʰ in graduate #Startups, top 100 #Innovation. Be Part of the Next Big Idea.",Tel Aviv University,,,,,,,,
12,https://twitter.com/barylior/status/1239545013316595713,liked,https://www.twitter.com/@ToricBlueOwl,@ToricBlueOwl,"PhD Student @ManUniMaths interested in Algebraic Geometry, toric and spherical varieties, GIT. I love reading SF& Fantasy and Worldbuilding ~ 🇷🇴 🇬🇧🇪🇺",valentine in quarantine,,,,,,,,
12,https://twitter.com/barylior/status/1239545013316595713,liked,https://www.twitter.com/@Jelllybeans1,@Jelllybeans1,"‏מתמטיקה זה כמו חומוס, עושים באהבה או שלא עושים בכלל",jellybeans,,,,,,,,
12,https://twitter.com/barylior/status/1239545013316595713,liked,https://www.twitter.com/@advamond,@advamond,,adva,,,,,,,,
12,https://twitter.com/barylior/status/1239545013316595713,liked,https://www.twitter.com/@shotamath,@shotamath,"aspiring mathematician (arithmetic geometry), sophomore student in Tokyo University of Science. Palestine supporter, he/him.",Shota Inoue @理科大数学科,,,,,,,,
,https://twitter.com/barylior/status/1239545013316595713,RT,https://www.twitter.com/@jakinmai,@jakinmai,MPH and Diplomat# Cadet @IsraelMFA. Passionate about @Israel and how we became the #StartUpNation,Jakin Mandelblum,2,,,,,,,
,https://twitter.com/barylior/status/1239545013316595713,RT,https://www.twitter.com/@TelAvivUni,@TelAvivUni,"Leading research university in #Israel and the world. World's 8ᵗʰ in graduate #Startups, top 100 #Innovation. Be Part of the Next Big Idea.",Tel Aviv University,2,,,,,,,
4,https://twitter.com/TelAvivUni/status/1239541465770008579,liked,https://www.twitter.com/@emanuellguimel,@emanuellguimel,"Se o melhor da viagem é a paisagem, melhor ficar na janela",Emanuel Guímel,,,,,,,,
4,https://twitter.com/TelAvivUni/status/1239541465770008579,liked,https://www.twitter.com/@ronbenyair,@ronbenyair,,Ron Benyair,,,,,,,,
4,https://twitter.com/TelAvivUni/status/1239541465770008579,liked,https://www.twitter.com/@ShuliGilutz,@ShuliGilutz,UX research | Children's Technology. Lecturer at @telavivuni1 & @Shenkar_College. UX Expert at @GoogleLaunchpad. @D4C_Guide board member.,"Shuli Gilutz, Ph.D.",,,,,,,,
4,https://twitter.com/TelAvivUni/status/1239541465770008579,liked,https://www.twitter.com/@Tali_Reiner,@Tali_Reiner,I'm an evolutionary ecologist=it's all about fitness=mom of three,Tali Reiner Brodetzki,,,,,,,,
,https://twitter.com/TelAvivUni/status/1239541465770008579,RT,https://www.twitter.com/@tolusomolu,@tolusomolu,"Psalms 4, 35 & 91💥Researcher💥Advocate💥Humanitarian💥Campaigner💥LifestyleMedicine💥Non-Toxic, Cutting Edge Therapies💥Social Justice💥Law💥Africa💥The Arts",Tólúlopè™©💥,7,,,,,,,
,https://twitter.com/TelAvivUni/status/1239541465770008579,RT,https://www.twitter.com/@Annoula64,@Annoula64,~I dream of a world free of war & the threat of war, equity & justice for all, a community where every person's potential may be fulfilled  & an earth restored~,Ann Markström Ⓟ,7,,,,,
,https://twitter.com/TelAvivUni/status/1239541465770008579,RT,https://www.twitter.com/@AFTAU,@AFTAU,"Dynamic and daring, TAU represents Israel at its best. 
AMERICAN FRIENDS pursue the advancement of Tel Aviv University in the United States.",TelAvivUniversityUSA,7,,,,,,,
,https://twitter.com/TelAvivUni/status/1239541465770008579,RT,https://www.twitter.com/@ronbenyair,@ronbenyair,,Ron Benyair,7,,,,,,,
,https://twitter.com/TelAvivUni/status/1239541465770008579,RT,https://www.twitter.com/@BlueStarIndexes,@BlueStarIndexes,"BlueStar Indexes® develops benchmarks for Israeli equities trading worldwide, and a wide range of Thematic Indexes, which are tracked by ETFs & index funds.",BlueStar Indexes®,7,,,,,,,
,https://twitter.com/TelAvivUni/status/1239541465770008579,RT,https://www.twitter.com/@DrDorSalomon,@DrDorSalomon,Assistant Professor @ Tel Aviv University Faculty of Medicine. Studying bacterial secretion systems and toxins.,Dor Salomon,7,,,,,,,
,https://twitter.com/TelAvivUni/status/1239541465770008579,RT,https://www.twitter.com/@StarColombo,@StarColombo,#FreeAveraMengistu #PastorCao,Colombo Morning Star,7,,,,,,,
,https://twitter.com/TelAvivUni/status/1239528120807567362,RT,https://www.twitter.com/@IsraelNitzan,@IsraelNitzan,"#Diplomat. Deputy Consul General of @IsraelinNewYork representing #Israel in NY, NJ, PA, OH & DE 🇮🇱🇺🇸 Served in @IsraelinEgypt & @IsraelinUN.",Israel Nitzan🇮🇱,8,,,,,,,
,https://twitter.com/TelAvivUni/status/1239528120807567362,RT,https://www.twitter.com/@scoshield,@scoshield,#Entrepreneur. Software Developer.  Founder @BluchipKe.  All things Tech.  Health. Education. Modern Homes. Business Inquiries: business@bluchip.co.ke,Ochieng Scott,8,,,,,,,
,https://twitter.com/TelAvivUni/status/1239528120807567362,RT,https://www.twitter.com/@Ideas4A,@Ideas4A,"Interested in Business and Innovation in Africa, follow us to get the most inspiring Ideas.",Ideas4Africa,8,,,,,,,
,https://twitter.com/TelAvivUni/status/1239528120807567362,RT,https://www.twitter.com/@G_In_I,@G_In_I,"GInI is the world’s leading professional certification, accreditation, and membership association in the field of innovation.",GInI,8,,,,,,,
,https://twitter.com/TelAvivUni/status/1239528120807567362,RT,https://www.twitter.com/@StarColombo,@StarColombo,#FreeAveraMengistu #PastorCao,Colombo Morning Star,8,,,,,,,
,https://twitter.com/TelAvivUni/status/1239528120807567362,RT,https://www.twitter.com/@TRVST_SocEnt,@TRVST_SocEnt,Curating tweets and latest news about #socialentrepreneur #socent #socialenterprise Like us on FB 👉 https://t.co/x7YXIrqTNX Insta 👉 https://t.co/U360DV8KyU,Social Enterprise & Entrepreneurship,8,,,,,,,
,https://twitter.com/TelAvivUni/status/1239528120807567362,RT,https://www.twitter.com/@YanaLukeman,@YanaLukeman,"ProIsrael leader, proud American, 🇺🇸🇮🇱, suffering JETS fan 🏈, #BBG. “A person convinced against their will is of the same opinion still”.  חבל על הזמן",Yana Lukeman,8,,,,,,,
,https://twitter.com/TelAvivUni/status/1239528120807567362,RT,https://www.twitter.com/@jakinmai,@jakinmai,MPH and Diplomat# Cadet @IsraelMFA. Passionate about @Israel and how we became the #StartUpNation,Jakin Mandelblum,8,,,,,,,
3,https://twitter.com/TelAvivUni/status/1239152805493051393,liked,https://www.twitter.com/@sharonjfraenk,@sharonjfraenk,"Executive Director, Canadian Friends of Tel Aviv University - Proud father/stepfather to five, husband to the best wife, avid soccer fan.",Sharon J. Fraenkel,,,,,,,,
3,https://twitter.com/TelAvivUni/status/1239152805493051393,liked,https://www.twitter.com/@CofferResearch,@CofferResearch,Interdisciplinary research team investigating nanostructures relevant to health and energy - headed by Prof. Jeff Coffer at TCU,Coffer Lab,,,,,,,,
3,https://twitter.com/TelAvivUni/status/1239152805493051393,liked,https://www.twitter.com/@Rajendr98470438,@Rajendr98470438,"Postdoc at Prof. Su lab, Fjirsm, CAS, China.  working area: Remote selective sp3 C-H  bond activation. CO2 METHANATION and  Pd/Norbornen catalysis.",Rajendran,,,,,,,,
,https://twitter.com/TelAvivUni/status/1239152805493051393,RT,https://www.twitter.com/@vonreppert,@vonreppert,I hate to define myself. I just am.,Salo Cohen von Reppert,6,,,,,,,
,https://twitter.com/TelAvivUni/status/1239152805493051393,RT,https://www.twitter.com/@sharonjfraenk,@sharonjfraenk,"Executive Director, Canadian Friends of Tel Aviv University - Proud father/stepfather to five, husband to the best wife, avid soccer fan.",Sharon J. Fraenkel,6,,,,,,,
,https://twitter.com/TelAvivUni/status/1239152805493051393,RT,https://www.twitter.com/@TAU_LAW,@TAU_LAW,"Official Twitter feed of Tel Aviv University Buchmann Faculty of Law  הפקולטה למשפטים ע""ש בוכמן, אוניברסיטת  תל אביב",TAU Faculty of Law,6,,,,,,,
,https://twitter.com/TelAvivUni/status/1239152805493051393,RT,https://www.twitter.com/@Rajendr98470438,@Rajendr98470438,"Postdoc at Prof. Su lab, Fjirsm, CAS, China.  working area: Remote selective sp3 C-H  bond activation. CO2 METHANATION and  Pd/Norbornen catalysis.",Rajendran,6,,,,,,,
8,https://twitter.com/TelAvivUni/status/1238425857623982081,liked,https://www.twitter.com/@khjamjoum,@khjamjoum,"----------- #Math teacher (M.Sc) ----------    #Pilates,#Zumba Instructor, personal trainer,  Huffpost #Blogger & #traveler   
.",💙Kholoud Jamjoum💙,,,,,,,,
8,https://twitter.com/TelAvivUni/status/1238425857623982081,liked,https://www.twitter.com/@AFTAU,@AFTAU,"Dynamic and daring, TAU represents Israel at its best. 
AMERICAN FRIENDS pursue the advancement of Tel Aviv University in the United States.",TelAvivUniversityUSA,,,,,,,,
8,https://twitter.com/TelAvivUni/status/1238425857623982081,liked,https://www.twitter.com/@Rafinike,@Rafinike,,Rafael Ben-Menashe,,,,,,,,
8,https://twitter.com/TelAvivUni/status/1238425857623982081,liked,https://www.twitter.com/@sharonjfraenk,@sharonjfraenk,"Executive Director, Canadian Friends of Tel Aviv University - Proud father/stepfather to five, husband to the best wife, avid soccer fan.",Sharon J. Fraenkel,,,,,,,,
8,https://twitter.com/TelAvivUni/status/1238425857623982081,liked,https://www.twitter.com/@StarColombo,@StarColombo,#FreeAveraMengistu #PastorCao,Colombo Morning Star,,,,,,,,
8,https://twitter.com/TelAvivUni/status/1238425857623982081,liked,https://www.twitter.com/@JManoim,@JManoim,PhD student @TAUMedFaculty.,Julia E. Manoim,,,,,,,,
,https://twitter.com/TelAvivUni/status/1238425857623982081,RT,https://www.twitter.com/@bluedevildavey,@bluedevildavey,🇺🇸 America | One Nation Under God,Jo Ellen Davey Cohen,7,,,,,,,
,https://twitter.com/TelAvivUni/status/1238425857623982081,RT,https://www.twitter.com/@khjamjoum,@khjamjoum,"----------- #Math teacher (M.Sc) ----------    #Pilates,#Zumba Instructor, personal trainer,  Huffpost #Blogger & #traveler   
.",💙Kholoud Jamjoum💙,7,,,,,,,
,https://twitter.com/TelAvivUni/status/1238425857623982081,RT,https://www.twitter.com/@sharonjfraenk,@sharonjfraenk,"Executive Director, Canadian Friends of Tel Aviv University - Proud father/stepfather to five, husband to the best wife, avid soccer fan.",Sharon J. Fraenkel,7,,,,,,,
,https://twitter.com/TelAvivUni/status/1238425857623982081,RT,https://www.twitter.com/@OnwardIsrael,@OnwardIsrael,Onward Israel provides young adults aged 19-27 with incredible resume building experiences in Israel!,Onward Israel,7,,,,,,,
,https://twitter.com/TelAvivUni/status/1238425857623982081,RT,https://www.twitter.com/@DeltaGammaAlpha,@DeltaGammaAlpha,"Financial Services Digital Transformation. My professional prime interest's as above + #DataScience #Analytics #ML #AI #IoT, #blockchain 🌈",Vera V.,7,,,,,,,
,https://twitter.com/TelAvivUni/status/1238425857623982081,RT,https://www.twitter.com/@StarColombo,@StarColombo,#FreeAveraMengistu #PastorCao,Colombo Morning Star,7,,,,,,,
,https://twitter.com/TelAvivUni/status/1238425857623982081,RT,https://www.twitter.com/@jakinmai,@jakinmai,MPH and Diplomat# Cadet @IsraelMFA. Passionate about @Israel and how we became the #StartUpNation,Jakin Mandelblum,7,,,,,,,
5,https://twitter.com/TelAvivUni/status/1238088004658434048,liked,https://www.twitter.com/@Rafinike,@Rafinike,,Rafael Ben-Menashe,,,,,,,,
5,https://twitter.com/TelAvivUni/status/1238088004658434048,liked,https://www.twitter.com/@98kumargaurav,@98kumargaurav,,"kumar Gaurav #stay home,stay safe",,,,,,,,
,https://twitter.com/TelAvivUni/status/1238088004658434048,RT,https://www.twitter.com/@TAU_LAW,@TAU_LAW,"Official Twitter feed of Tel Aviv University Buchmann Faculty of Law  הפקולטה למשפטים ע""ש בוכמן, אוניברסיטת  תל אביב",TAU Faculty of Law,4,,,,,,,
,https://twitter.com/TelAvivUni/status/1238088004658434048,RT,https://www.twitter.com/@StarColombo,@StarColombo,#FreeAveraMengistu #PastorCao,Colombo Morning Star,4,,,,,,,
8,https://twitter.com/TelAvivUni/status/1238037745349599232,liked,https://www.twitter.com/@mfiguerres_,@mfiguerres_,"Abogado, Profesor Universitario, Servidor Público | Legal Tech",Mauricio Figueroa Torres,,,,,,,,
8,https://twitter.com/TelAvivUni/status/1238037745349599232,liked,https://www.twitter.com/@Rafinike,@Rafinike,,Rafael Ben-Menashe,,,,,,,,
8,https://twitter.com/TelAvivUni/status/1238037745349599232,liked,https://www.twitter.com/@_bouree,@_bouree,Thy will be done,David Gómez,,,,,,,,
8,https://twitter.com/TelAvivUni/status/1238037745349599232,liked,https://www.twitter.com/@ShuliGilutz,@ShuliGilutz,UX research | Children's Technology. Lecturer at @telavivuni1 & @Shenkar_College. UX Expert at @GoogleLaunchpad. @D4C_Guide board member.,"Shuli Gilutz, Ph.D.",,,,,,,,
8,https://twitter.com/TelAvivUni/status/1238037745349599232,liked,https://www.twitter.com/@TAU_LLM,@TAU_LLM,"International LL.M program at Tel Aviv University, with specializations in International Law & Human Rights, Law & Technology; Business Law",TAU LLM,,,,,,,,
8,https://twitter.com/TelAvivUni/status/1238037745349599232,liked,https://www.twitter.com/@Olgadelgadoari1,@Olgadelgadoari1,,Olgadelgadoarias@gmail.com,,,,,,,,
8,https://twitter.com/TelAvivUni/status/1238037745349599232,liked,https://www.twitter.com/@GIID_org,@GIID_org,Accelerating the advancement of #innovationdistricts across the global stage,The Global Institute on Innovation Districts,,,,,,,,
,https://twitter.com/TelAvivUni/status/1238037745349599232,RT,https://www.twitter.com/@AFTAU,@AFTAU,"Dynamic and daring, TAU represents Israel at its best. 
AMERICAN FRIENDS pursue the advancement of Tel Aviv University in the United States.",TelAvivUniversityUSA,3,,,,,,,
,https://twitter.com/TelAvivUni/status/1238037745349599232,RT,https://www.twitter.com/@_bouree,@_bouree,Thy will be done,David Gómez,3,,,,,,,
,https://twitter.com/TelAvivUni/status/1238037745349599232,RT,https://www.twitter.com/@jakinmai,@jakinmai,MPH and Diplomat# Cadet @IsraelMFA. Passionate about @Israel and how we became the #StartUpNation,Jakin Mandelblum,3,,,,,,,
8,https://twitter.com/TelAvivUni/status/1238008656526008320,liked,https://www.twitter.com/@_jordi_c_,@_jordi_c_,Ni oblit ni perdó.,jordi c,,,,,,,,
8,https://twitter.com/TelAvivUni/status/1238008656526008320,liked,https://www.twitter.com/@redball2,@redball2,"If the wind doesn’t serve, take to the oars",redball,,,,,,,,
8,https://twitter.com/TelAvivUni/status/1238008656526008320,liked,https://www.twitter.com/@gaflo7,@gaflo7,Hijo de Dios.,Ivan Garate,,,,,,,,
8,https://twitter.com/TelAvivUni/status/1238008656526008320,liked,https://www.twitter.com/@AurelIovitu,@AurelIovitu,🕍,Aurel Iovitu,,,,,,,,
8,https://twitter.com/TelAvivUni/status/1238008656526008320,liked,https://www.twitter.com/@toni_florido,@toni_florido,'Les armadures dels altres o et van grans o et pesen massa o t'oprimeixen' Maquiavel,Toni Florido,,,,,,,,
,https://twitter.com/TelAvivUni/status/1238008656526008320,RT,https://www.twitter.com/@ACAI_cat,@ACAI_cat,Associació Catalana d'Amics d'Israel - Catalan-Israeli Friendship Association * https://t.co/kno2dMdiv7 * https://t.co/Z1S8SeCwJ0,ACAI,9,,,,,,,
,https://twitter.com/TelAvivUni/status/1238008656526008320,RT,https://www.twitter.com/@gaflo7,@gaflo7,Hijo de Dios.,Ivan Garate,9,,,,,,,
,https://twitter.com/TelAvivUni/status/1238008656526008320,RT,https://www.twitter.com/@KarenAvraham,@KarenAvraham,"Vice Dean, Faculty of Medicine, Tel Aviv University",Karen Avraham,9,,,,,,,
,https://twitter.com/TelAvivUni/status/1238008656526008320,RT,https://www.twitter.com/@reenpoff,@reenpoff,"#StayAtHome
Interest in criminology, terrorism & security.",reenpoff 🇪🇺,9,,,,,,,
,https://twitter.com/TelAvivUni/status/1238008656526008320,RT,https://www.twitter.com/@AurelIovitu,@AurelIovitu,🕍,Aurel Iovitu,9,,,,,,,
,https://twitter.com/TelAvivUni/status/1238008656526008320,RT,https://www.twitter.com/@etestersbot,@etestersbot,"Test, Sense, Measure, Analyze.
Builder News ✍️",eTesters,9,,,,,,,
,https://twitter.com/TelAvivUni/status/1238008656526008320,RT,https://www.twitter.com/@TelAvivUni,@TelAvivUni,"Leading research university in #Israel and the world. World's 8ᵗʰ in graduate #Startups, top 100 #Innovation. Be Part of the Next Big Idea.",Tel Aviv University,9,,,,,,,
,https://twitter.com/TelAvivUni/status/1238008656526008320,RT,https://www.twitter.com/@StarColombo,@StarColombo,#FreeAveraMengistu #PastorCao,Colombo Morning Star,9,,,,,,,
,https://twitter.com/TelAvivUni/status/1238008656526008320,RT,https://www.twitter.com/@Kiranpatel0404,@Kiranpatel0404,,Kiran,9,,,,,,,
,https://twitter.com/TelAvivUni/status/1238006793122525184,RT,https://www.twitter.com/@Annoula64,@Annoula64,~I dream of a world free of war & the threat of war, equity & justice for all, a community where every person's potential may be fulfilled  & an earth restored~,Ann Markström Ⓟ,1,,,,,
99,https://twitter.com/TelAvivUni/status/1238005223215554562,liked,https://www.twitter.com/@paulharris,@paulharris,Occasional retweets. Not much else.,Paul Harris,,,,,,,,
99,https://twitter.com/TelAvivUni/status/1238005223215554562,liked,https://www.twitter.com/@bestaussiechick,@bestaussiechick,"It's not what happens to you in life, but what you chose to do about it.",bestaussiechick,,,,,,,,
99,https://twitter.com/TelAvivUni/status/1238005223215554562,liked,https://www.twitter.com/@ericus666,@ericus666,"SAP FI/CO consultant, Retro-Gamer and a Nanotechnology Guru. 🎮😉",Eric Drexler,,,,,,,,
99,https://twitter.com/TelAvivUni/status/1238005223215554562,liked,https://www.twitter.com/@ulstershaker,@ulstershaker,"East Belfast born Bury FC, Glentoran FC and Northern Ireland fan. Father, Husband and Granda. Pop Master winner. Real Ale, Bourbon and Ulster Rugby lover...",Maurice Dickson 🇬🇧,,,,,,,,
99,https://twitter.com/TelAvivUni/status/1238005223215554562,liked,https://www.twitter.com/@ToBeSafeNSound,@ToBeSafeNSound,The Only Thing Necessary for Evil to Triumph is for Good People to Do Nothing #FBR 🇮🇱 #VoteBlueNoMatterWho. #LymeDiseaseAwareness #Resist,(((Chana הנא))),,,,,,,,
99,https://twitter.com/TelAvivUni/status/1238005223215554562,liked,https://www.twitter.com/@HannsRothschild,@HannsRothschild,Program Manager en Colombia para de @thepoluscenter, #Colombia, #MineAction,,Hanns Rothschild,,,,,
99,https://twitter.com/TelAvivUni/status/1238005223215554562,liked,https://www.twitter.com/@CIJR,@CIJR,"We're a pro-Israel think-tank, providing information and compelling discussions regarding Antisemitism, the Arab-Israeli conflict and Middle Eastern education.",Canadian Institute for Jewish Research,,,,,,,,
99,https://twitter.com/TelAvivUni/status/1238005223215554562,liked,https://www.twitter.com/@inesinla,@inesinla,consulate general of Belgium in Los Angeles,Ines Leviev,,,,,,,,
99,https://twitter.com/TelAvivUni/status/1238005223215554562,liked,https://www.twitter.com/@Seiji_Oldman,@Seiji_Oldman,紫外線研究者(紫外線ダメージによるメラノーマ闘病を経て転身) / 日盾UVケアラボ(気象ビジネスベンチャー)代表取締役 / QSun(ヘルスケアベンチャー)Co-CEO / メラノーマ・ジャパン主宰 / 気象庁気象ビジネス推進コンソーシアムメンバー / 経産省「始動」アルムナイ #Melanoma_fighter,鈴木 聖司 Seiji Samuel Suzuki 🖤 | QSun,,,,,,,,
99,https://twitter.com/TelAvivUni/status/1238005223215554562,liked,https://www.twitter.com/@rachelhaar,@rachelhaar,,Rachel Haar,,,,,,,,
99,https://twitter.com/TelAvivUni/status/1238005223215554562,liked,https://www.twitter.com/@Herbamat,@Herbamat,"BORN IN USA- Storrs, CT, there thru '72. Up & about New England, married& divorced, daughter Amy, then to Israel in '86. LPN, EMT, MsT.",Matt Polani,,,,,,,,
99,https://twitter.com/TelAvivUni/status/1238005223215554562,liked,https://www.twitter.com/@hiko_77,@hiko_77,Pro Torah. Pro minimalist.,Jose,,,,,,,,
99,https://twitter.com/TelAvivUni/status/1238005223215554562,liked,https://www.twitter.com/@LeeLancashire,@LeeLancashire,#Ichthyosis parent and scientist.  #bigdata #datascience #machinelearning #deeplearning #ai #neuralnetworks applications in life sciences #drugdiscovery,Lee Lancashire,,,,,,,,
99,https://twitter.com/TelAvivUni/status/1238005223215554562,liked,https://www.twitter.com/@cmgutierrezjr,@cmgutierrezjr,Investor| Advisor| Presidential Leadership Scholar| Alumn: @uMich @msbgu @GeorgetownLaw |Contributor: @huffpost @timesofisrael @asiatimesonline @jerusalem_post,Carlos Miguel Gutierrez,,,,,,,,
99,https://twitter.com/TelAvivUni/status/1238005223215554562,liked,https://www.twitter.com/@sgruber,@sgruber,"Mom, wife, lawyer...inspired by too many to count. I love politics and yoga. How we treat others defines who we are.",Shlomit Gruber,,,,,,,,
99,https://twitter.com/TelAvivUni/status/1238005223215554562,liked,https://www.twitter.com/@WRandC,@WRandC,,W C,,,,,,,,
